"claveciudad","nombreciudad","ano","mes","especificacion","preciopromedio","cantidad","unidad"
11,"Puebla, Pue.","2,014",9,"POZOLERO, S/CABEZA, A GRANEL",11,"1",KG
12,"San Luis Potosí, S.L.P.","2,014",9,"PALOMERO, A GRANEL",32,"1",KG
13,"Tapachula, Chis.","2,014",9,"PALOMERO, A GRANEL",14,"1",KG
14,"Toluca, Edo. de Méx.","2,014",9,"PALOMERO, A GRANEL",18,"1",KG
14,"Toluca, Edo. de Méx.","2,014",9,"PALOMERO, A GRANEL",18,"1",KG
16,"Veracruz, Ver.","2,014",9,"POZOLERO, S/CABEZA, A GRANEL",16,"1",KG
16,"Veracruz, Ver.","2,014",9,"PALOMERO, A GRANEL",15.88,"1",KG
22,"Córdoba, Ver.","2,014",9,"PALOMERO, A GRANEL",18,"1",KG
23,"Aguascalientes, Ags.","2,014",9,"PALOMERO, A GRANEL",18.5,"1",KG
23,"Aguascalientes, Ags.","2,014",9,"POZOLERO, COLORADO, A GRANEL",15,"1",KG
24,"Tijuana, B.C.","2,014",9,"POZOLERO, A GRANEL",20,"1",KG
24,"Tijuana, B.C.","2,014",9,"PALOMERO, A GRANEL",21,"1",KG
26,"Colima, Col.","2,014",9,"POZOLERO, CHICO, A GRANEL",11,"1",KG
26,"Colima, Col.","2,014",9,"POZOLERO, GRANDE, A GRANEL",12.13,"1",KG
31,"Iguala, Gro.","2,014",9,"POZOLERO, A GRANEL",19.5,"1",KG
34,"Cortazar, Gto.","2,014",9,"POZOLERO, A GRANEL",18,"1",KG
36,"Durango, Dgo.","2,014",9,"PALOMERO, A GRANEL",28,"1",KG
37,"Tepic, Nay.","2,014",9,"POZOLERO, GRANDE, A GRANEL",14,"1",KG
37,"Tepic, Nay.","2,014",9,"POZOLERO, A GRANEL",12,"1",KG
38,"Oaxaca, Oax.","2,014",9,"POZOLERO, S/CABEZA, A GRANEL",15,"1",KG
39,"Querétaro, Qro.","2,014",9,"PALOMERO, A GRANEL",20.5,"1",KG
39,"Querétaro, Qro.","2,014",9,"PALOMERO, A GRANEL",21.25,"1",KG
41,"Tlaxcala, Tlax.","2,014",9,"PALOMERO, A GRANEL",20,"1",KG
1,Área Met. de la Cd. de México,"2,014",8,"POZOLERO, S/CABEZA, A GRANEL",18.5,"1",KG
1,Área Met. de la Cd. de México,"2,014",8,"PALOMERO, A GRANEL",24,"1",KG
1,Área Met. de la Cd. de México,"2,014",8,"PALOMERO, A GRANEL",32.5,"1",KG
1,Área Met. de la Cd. de México,"2,014",8,"PALOMERO, A GRANEL",22,"1",KG
1,Área Met. de la Cd. de México,"2,014",8,"PALOMERO, A GRANEL",25,"1",KG
1,Área Met. de la Cd. de México,"2,014",8,"POZOLERO, S/CABEZA, A GRANEL",12,"1",KG
1,Área Met. de la Cd. de México,"2,014",8,"PALOMERO, A GRANEL",24,"1",KG
1,Área Met. de la Cd. de México,"2,014",8,"POZOLERO, S/CABEZA, A GRANEL",12,"1",KG
3,"Morelia, Mich.","2,014",8,"POZOLERO, S/CABEZA, A GRANEL",15,"1",KG
3,"Morelia, Mich.","2,014",8,"PALOMERO, A GRANEL",22,"1",KG
4,"Guadalajara, Jal.","2,014",8,"POZOLERO, A GRANEL",14,"1",KG
5,"Monterrey, N.L.","2,014",8,"POZOLERO, BLANCO, A GRANEL",8,"1",KG
7,"Cd. Juárez, Chih.","2,014",8,"POZOLERO, BLANCO, A GRANEL",7,"1",KG
10,"León, Gto.","2,014",8,"POZOLERO, A GRANEL",11,"1",KG
11,"Puebla, Pue.","2,014",8,"POZOLERO, S/CABEZA, A GRANEL",10,"1",KG
12,"San Luis Potosí, S.L.P.","2,014",8,"PALOMERO, A GRANEL",32,"1",KG
13,"Tapachula, Chis.","2,014",8,"PALOMERO, A GRANEL",14,"1",KG
14,"Toluca, Edo. de Méx.","2,014",8,"PALOMERO, A GRANEL",18,"1",KG
14,"Toluca, Edo. de Méx.","2,014",8,"PALOMERO, A GRANEL",18,"1",KG
16,"Veracruz, Ver.","2,014",8,"POZOLERO, S/CABEZA, A GRANEL",15,"1",KG
16,"Veracruz, Ver.","2,014",8,"PALOMERO, A GRANEL",15.5,"1",KG
22,"Córdoba, Ver.","2,014",8,"PALOMERO, A GRANEL",18,"1",KG
23,"Aguascalientes, Ags.","2,014",8,"PALOMERO, A GRANEL",18.5,"1",KG
23,"Aguascalientes, Ags.","2,014",8,"POZOLERO, COLORADO, A GRANEL",15,"1",KG
24,"Tijuana, B.C.","2,014",8,"POZOLERO, A GRANEL",20,"1",KG
24,"Tijuana, B.C.","2,014",8,"PALOMERO, A GRANEL",21,"1",KG
26,"Colima, Col.","2,014",8,"POZOLERO, CHICO, A GRANEL",11,"1",KG
26,"Colima, Col.","2,014",8,"POZOLERO, GRANDE, A GRANEL",12.73,"1",KG
31,"Iguala, Gro.","2,014",8,"POZOLERO, A GRANEL",18.5,"1",KG
34,"Cortazar, Gto.","2,014",8,"POZOLERO, A GRANEL",18,"1",KG
36,"Durango, Dgo.","2,014",8,"PALOMERO, A GRANEL",28,"1",KG
37,"Tepic, Nay.","2,014",8,"POZOLERO, GRANDE, A GRANEL",14,"1",KG
37,"Tepic, Nay.","2,014",8,"POZOLERO, A GRANEL",12,"1",KG
38,"Oaxaca, Oax.","2,014",8,"POZOLERO, S/CABEZA, A GRANEL",15,"1",KG
39,"Querétaro, Qro.","2,014",8,"PALOMERO, A GRANEL",20.75,"1",KG
39,"Querétaro, Qro.","2,014",8,"PALOMERO, A GRANEL",20,"1",KG
41,"Tlaxcala, Tlax.","2,014",8,"PALOMERO, A GRANEL",20,"1",KG
1,Área Met. de la Cd. de México,"2,014",7,"POZOLERO, S/CABEZA, A GRANEL",20,"1",KG
1,Área Met. de la Cd. de México,"2,014",7,"PALOMERO, A GRANEL",25,"1",KG
1,Área Met. de la Cd. de México,"2,014",7,"PALOMERO, A GRANEL",29.75,"1",KG
1,Área Met. de la Cd. de México,"2,014",7,"PALOMERO, A GRANEL",22,"1",KG
1,Área Met. de la Cd. de México,"2,014",7,"PALOMERO, A GRANEL",25,"1",KG
1,Área Met. de la Cd. de México,"2,014",7,"POZOLERO, S/CABEZA, A GRANEL",12,"1",KG
1,Área Met. de la Cd. de México,"2,014",7,"PALOMERO, A GRANEL",24,"1",KG
1,Área Met. de la Cd. de México,"2,014",7,"POZOLERO, S/CABEZA, A GRANEL",12,"1",KG
3,"Morelia, Mich.","2,014",7,"POZOLERO, S/CABEZA, A GRANEL",15,"1",KG
3,"Morelia, Mich.","2,014",7,"PALOMERO, A GRANEL",22,"1",KG
4,"Guadalajara, Jal.","2,014",7,"POZOLERO, A GRANEL",14,"1",KG
5,"Monterrey, N.L.","2,014",7,"POZOLERO, BLANCO, A GRANEL",8,"1",KG
7,"Cd. Juárez, Chih.","2,014",7,"POZOLERO, BLANCO, A GRANEL",7.5,"1",KG
10,"León, Gto.","2,014",7,"POZOLERO, A GRANEL",11,"1",KG
11,"Puebla, Pue.","2,014",7,"POZOLERO, S/CABEZA, A GRANEL",10,"1",KG
12,"San Luis Potosí, S.L.P.","2,014",7,"PALOMERO, A GRANEL",32,"1",KG
13,"Tapachula, Chis.","2,014",7,"PALOMERO, A GRANEL",14,"1",KG
14,"Toluca, Edo. de Méx.","2,014",7,"PALOMERO, A GRANEL",18,"1",KG
14,"Toluca, Edo. de Méx.","2,014",7,"PALOMERO, A GRANEL",18,"1",KG
16,"Veracruz, Ver.","2,014",7,"POZOLERO, S/CABEZA, A GRANEL",16.5,"1",KG
16,"Veracruz, Ver.","2,014",7,"PALOMERO, A GRANEL",15.5,"1",KG
22,"Córdoba, Ver.","2,014",7,"PALOMERO, A GRANEL",18,"1",KG
23,"Aguascalientes, Ags.","2,014",7,"PALOMERO, A GRANEL",18.5,"1",KG
23,"Aguascalientes, Ags.","2,014",7,"POZOLERO, COLORADO, A GRANEL",15,"1",KG
24,"Tijuana, B.C.","2,014",7,"POZOLERO, A GRANEL",20,"1",KG
24,"Tijuana, B.C.","2,014",7,"PALOMERO, A GRANEL",22,"1",KG
26,"Colima, Col.","2,014",7,"POZOLERO, CHICO, A GRANEL",11,"1",KG
26,"Colima, Col.","2,014",7,"POZOLERO, GRANDE, A GRANEL",11.8,"1",KG
31,"Iguala, Gro.","2,014",7,"POZOLERO, A GRANEL",18,"1",KG
34,"Cortazar, Gto.","2,014",7,"POZOLERO, A GRANEL",17,"1",KG
36,"Durango, Dgo.","2,014",7,"PALOMERO, A GRANEL",28,"1",KG
37,"Tepic, Nay.","2,014",7,"POZOLERO, GRANDE, A GRANEL",14,"1",KG
37,"Tepic, Nay.","2,014",7,"POZOLERO, A GRANEL",12,"1",KG
38,"Oaxaca, Oax.","2,014",7,"POZOLERO, S/CABEZA, A GRANEL",14,"1",KG
39,"Querétaro, Qro.","2,014",7,"PALOMERO, A GRANEL",20.25,"1",KG
39,"Querétaro, Qro.","2,014",7,"PALOMERO, A GRANEL",22,"1",KG
41,"Tlaxcala, Tlax.","2,014",7,"PALOMERO, A GRANEL",19,"1",KG
1,Área Met. de la Cd. de México,"2,014",6,"POZOLERO, S/CABEZA, A GRANEL",17,"1",KG
1,Área Met. de la Cd. de México,"2,014",6,"PALOMERO, A GRANEL",24,"1",KG
1,Área Met. de la Cd. de México,"2,014",6,"PALOMERO, A GRANEL",28,"1",KG
1,Área Met. de la Cd. de México,"2,014",6,"PALOMERO, A GRANEL",22,"1",KG
1,Área Met. de la Cd. de México,"2,014",6,"PALOMERO, A GRANEL",25,"1",KG
1,Área Met. de la Cd. de México,"2,014",6,"POZOLERO, S/CABEZA, A GRANEL",12,"1",KG
1,Área Met. de la Cd. de México,"2,014",6,"PALOMERO, A GRANEL",24,"1",KG
1,Área Met. de la Cd. de México,"2,014",6,"POZOLERO, S/CABEZA, A GRANEL",12,"1",KG
3,"Morelia, Mich.","2,014",6,"POZOLERO, S/CABEZA, A GRANEL",14.75,"1",KG
3,"Morelia, Mich.","2,014",6,"PALOMERO, A GRANEL",22,"1",KG
4,"Guadalajara, Jal.","2,014",6,"POZOLERO, A GRANEL",14,"1",KG
5,"Monterrey, N.L.","2,014",6,"POZOLERO, BLANCO, A GRANEL",8,"1",KG
7,"Cd. Juárez, Chih.","2,014",6,"POZOLERO, BLANCO, A GRANEL",8,"1",KG
10,"León, Gto.","2,014",6,"POZOLERO, A GRANEL",10.5,"1",KG
11,"Puebla, Pue.","2,014",6,"POZOLERO, S/CABEZA, A GRANEL",10,"1",KG
12,"San Luis Potosí, S.L.P.","2,014",6,"PALOMERO, A GRANEL",32,"1",KG
13,"Tapachula, Chis.","2,014",6,"PALOMERO, A GRANEL",14,"1",KG
14,"Toluca, Edo. de Méx.","2,014",6,"PALOMERO, A GRANEL",18,"1",KG
14,"Toluca, Edo. de Méx.","2,014",6,"PALOMERO, A GRANEL",18,"1",KG
16,"Veracruz, Ver.","2,014",6,"POZOLERO, S/CABEZA, A GRANEL",17.75,"1",KG
16,"Veracruz, Ver.","2,014",6,"PALOMERO, A GRANEL",16,"1",KG
17,"Villahermosa, Tab.","2,014",6,"POZOLERO, BLANCO, A GRANEL",6.84,"1",KG
22,"Córdoba, Ver.","2,014",6,"PALOMERO, A GRANEL",18,"1",KG
23,"Aguascalientes, Ags.","2,014",6,"PALOMERO, A GRANEL",18.5,"1",KG
23,"Aguascalientes, Ags.","2,014",6,"POZOLERO, COLORADO, A GRANEL",15,"1",KG
24,"Tijuana, B.C.","2,014",6,"POZOLERO, A GRANEL",20,"1",KG
24,"Tijuana, B.C.","2,014",6,"PALOMERO, A GRANEL",25,"1",KG
26,"Colima, Col.","2,014",6,"POZOLERO, CHICO, A GRANEL",11,"1",KG
26,"Colima, Col.","2,014",6,"POZOLERO, GRANDE, A GRANEL",11.8,"1",KG
31,"Iguala, Gro.","2,014",6,"POZOLERO, A GRANEL",18,"1",KG
34,"Cortazar, Gto.","2,014",6,"POZOLERO, A GRANEL",17.5,"1",KG
36,"Durango, Dgo.","2,014",6,"PALOMERO, A GRANEL",28,"1",KG
37,"Tepic, Nay.","2,014",6,"POZOLERO, GRANDE, A GRANEL",14.5,"1",KG
37,"Tepic, Nay.","2,014",6,"POZOLERO, A GRANEL",12,"1",KG
38,"Oaxaca, Oax.","2,014",6,"POZOLERO, S/CABEZA, A GRANEL",12,"1",KG
39,"Querétaro, Qro.","2,014",6,"PALOMERO, A GRANEL",20.5,"1",KG
39,"Querétaro, Qro.","2,014",6,"PALOMERO, A GRANEL",22,"1",KG
41,"Tlaxcala, Tlax.","2,014",6,"PALOMERO, A GRANEL",19,"1",KG
1,Área Met. de la Cd. de México,"2,014",5,"POZOLERO, S/CABEZA, A GRANEL",17.75,"1",KG
1,Área Met. de la Cd. de México,"2,014",5,"PALOMERO, A GRANEL",22,"1",KG
1,Área Met. de la Cd. de México,"2,014",5,"PALOMERO, A GRANEL",28,"1",KG
1,Área Met. de la Cd. de México,"2,014",5,"PALOMERO, A GRANEL",22,"1",KG
1,Área Met. de la Cd. de México,"2,014",5,"PALOMERO, A GRANEL",25,"1",KG
1,Área Met. de la Cd. de México,"2,014",5,"POZOLERO, S/CABEZA, A GRANEL",12,"1",KG
1,Área Met. de la Cd. de México,"2,014",5,"PALOMERO, A GRANEL",24,"1",KG
1,Área Met. de la Cd. de México,"2,014",5,"POZOLERO, S/CABEZA, A GRANEL",12,"1",KG
3,"Morelia, Mich.","2,014",5,"POZOLERO, S/CABEZA, A GRANEL",14,"1",KG
3,"Morelia, Mich.","2,014",5,"PALOMERO, A GRANEL",22,"1",KG
4,"Guadalajara, Jal.","2,014",5,"POZOLERO, A GRANEL",14,"1",KG
5,"Monterrey, N.L.","2,014",5,"POZOLERO, BLANCO, A GRANEL",8,"1",KG
7,"Cd. Juárez, Chih.","2,014",5,"POZOLERO, BLANCO, A GRANEL",9,"1",KG
10,"León, Gto.","2,014",5,"POZOLERO, A GRANEL",10,"1",KG
11,"Puebla, Pue.","2,014",5,"POZOLERO, S/CABEZA, A GRANEL",10,"1",KG
12,"San Luis Potosí, S.L.P.","2,014",5,"PALOMERO, A GRANEL",32,"1",KG
13,"Tapachula, Chis.","2,014",5,"PALOMERO, A GRANEL",14,"1",KG
14,"Toluca, Edo. de Méx.","2,014",5,"PALOMERO, A GRANEL",18,"1",KG
14,"Toluca, Edo. de Méx.","2,014",5,"PALOMERO, A GRANEL",18,"1",KG
16,"Veracruz, Ver.","2,014",5,"POZOLERO, S/CABEZA, A GRANEL",17,"1",KG
16,"Veracruz, Ver.","2,014",5,"PALOMERO, A GRANEL",17,"1",KG
17,"Villahermosa, Tab.","2,014",5,"POZOLERO, BLANCO, A GRANEL",6.83,"1",KG
22,"Córdoba, Ver.","2,014",5,"PALOMERO, A GRANEL",18,"1",KG
23,"Aguascalientes, Ags.","2,014",5,"PALOMERO, A GRANEL",20,"1",KG
23,"Aguascalientes, Ags.","2,014",5,"POZOLERO, COLORADO, A GRANEL",15,"1",KG
24,"Tijuana, B.C.","2,014",5,"POZOLERO, A GRANEL",20,"1",KG
24,"Tijuana, B.C.","2,014",5,"PALOMERO, A GRANEL",24.5,"1",KG
26,"Colima, Col.","2,014",5,"POZOLERO, CHICO, A GRANEL",11,"1",KG
26,"Colima, Col.","2,014",5,"POZOLERO, GRANDE, A GRANEL",11.8,"1",KG
31,"Iguala, Gro.","2,014",5,"POZOLERO, A GRANEL",18,"1",KG
34,"Cortazar, Gto.","2,014",5,"POZOLERO, A GRANEL",19,"1",KG
36,"Durango, Dgo.","2,014",5,"PALOMERO, A GRANEL",28,"1",KG
37,"Tepic, Nay.","2,014",5,"POZOLERO, GRANDE, A GRANEL",15.5,"1",KG
37,"Tepic, Nay.","2,014",5,"POZOLERO, A GRANEL",12,"1",KG
38,"Oaxaca, Oax.","2,014",5,"POZOLERO, S/CABEZA, A GRANEL",14.25,"1",KG
39,"Querétaro, Qro.","2,014",5,"PALOMERO, A GRANEL",20.75,"1",KG
39,"Querétaro, Qro.","2,014",5,"PALOMERO, A GRANEL",22,"1",KG
41,"Tlaxcala, Tlax.","2,014",5,"PALOMERO, A GRANEL",19,"1",KG
1,Área Met. de la Cd. de México,"2,014",4,"POZOLERO, S/CABEZA, A GRANEL",18,"1",KG
1,Área Met. de la Cd. de México,"2,014",4,"PALOMERO, A GRANEL",22,"1",KG
1,Área Met. de la Cd. de México,"2,014",4,"PALOMERO, A GRANEL",28,"1",KG
1,Área Met. de la Cd. de México,"2,014",4,"PALOMERO, A GRANEL",22,"1",KG
1,Área Met. de la Cd. de México,"2,014",4,"PALOMERO, A GRANEL",25,"1",KG
1,Área Met. de la Cd. de México,"2,014",4,"POZOLERO, S/CABEZA, A GRANEL",12,"1",KG
1,Área Met. de la Cd. de México,"2,014",4,"PALOMERO, A GRANEL",24,"1",KG
1,Área Met. de la Cd. de México,"2,014",4,"POZOLERO, S/CABEZA, A GRANEL",12,"1",KG
3,"Morelia, Mich.","2,014",4,"POZOLERO, S/CABEZA, A GRANEL",14,"1",KG
3,"Morelia, Mich.","2,014",4,"PALOMERO, A GRANEL",22,"1",KG
4,"Guadalajara, Jal.","2,014",4,"POZOLERO, A GRANEL",14,"1",KG
5,"Monterrey, N.L.","2,014",4,"POZOLERO, BLANCO, A GRANEL",8,"1",KG
7,"Cd. Juárez, Chih.","2,014",4,"POZOLERO, BLANCO, A GRANEL",9,"1",KG
10,"León, Gto.","2,014",4,"POZOLERO, A GRANEL",10.5,"1",KG
11,"Puebla, Pue.","2,014",4,"POZOLERO, S/CABEZA, A GRANEL",10,"1",KG
12,"San Luis Potosí, S.L.P.","2,014",4,"PALOMERO, A GRANEL",32,"1",KG
13,"Tapachula, Chis.","2,014",4,"PALOMERO, A GRANEL",14,"1",KG
14,"Toluca, Edo. de Méx.","2,014",4,"PALOMERO, A GRANEL",18,"1",KG
14,"Toluca, Edo. de Méx.","2,014",4,"PALOMERO, A GRANEL",18,"1",KG
16,"Veracruz, Ver.","2,014",4,"POZOLERO, S/CABEZA, A GRANEL",17,"1",KG
16,"Veracruz, Ver.","2,014",4,"PALOMERO, A GRANEL",17,"1",KG
17,"Villahermosa, Tab.","2,014",4,"POZOLERO, BLANCO, A GRANEL",7,"1",KG
22,"Córdoba, Ver.","2,014",4,"PALOMERO, A GRANEL",19,"1",KG
23,"Aguascalientes, Ags.","2,014",4,"PALOMERO, A GRANEL",20,"1",KG
23,"Aguascalientes, Ags.","2,014",4,"POZOLERO, COLORADO, A GRANEL",15,"1",KG
24,"Tijuana, B.C.","2,014",4,"POZOLERO, A GRANEL",20,"1",KG
24,"Tijuana, B.C.","2,014",4,"PALOMERO, A GRANEL",23.5,"1",KG
26,"Colima, Col.","2,014",4,"POZOLERO, CHICO, A GRANEL",11,"1",KG
26,"Colima, Col.","2,014",4,"POZOLERO, GRANDE, A GRANEL",11.8,"1",KG
31,"Iguala, Gro.","2,014",4,"POZOLERO, A GRANEL",18,"1",KG
34,"Cortazar, Gto.","2,014",4,"POZOLERO, A GRANEL",20.5,"1",KG
37,"Tepic, Nay.","2,014",4,"POZOLERO, EXTRA, A GRANEL",17.18,"1",KG
37,"Tepic, Nay.","2,014",4,"POZOLERO, A GRANEL",12,"1",KG
38,"Oaxaca, Oax.","2,014",4,"POZOLERO, S/CABEZA, A GRANEL",15,"1",KG
39,"Querétaro, Qro.","2,014",4,"PALOMERO, A GRANEL",21,"1",KG
39,"Querétaro, Qro.","2,014",4,"PALOMERO, A GRANEL",23,"1",KG
41,"Tlaxcala, Tlax.","2,014",4,"PALOMERO, A GRANEL",19,"1",KG
1,Área Met. de la Cd. de México,"2,014",3,"POZOLERO, S/CABEZA, A GRANEL",17.25,"1",KG
1,Área Met. de la Cd. de México,"2,014",3,"PALOMERO, A GRANEL",22,"1",KG
1,Área Met. de la Cd. de México,"2,014",3,"PALOMERO, A GRANEL",28,"1",KG
1,Área Met. de la Cd. de México,"2,014",3,"PALOMERO, A GRANEL",22,"1",KG
1,Área Met. de la Cd. de México,"2,014",3,"PALOMERO, A GRANEL",25,"1",KG
1,Área Met. de la Cd. de México,"2,014",3,"POZOLERO, S/CABEZA, A GRANEL",12.13,"1",KG
1,Área Met. de la Cd. de México,"2,014",3,"PALOMERO, A GRANEL",24,"1",KG
1,Área Met. de la Cd. de México,"2,014",3,"POZOLERO, S/CABEZA, A GRANEL",12,"1",KG
3,"Morelia, Mich.","2,014",3,"POZOLERO, S/CABEZA, A GRANEL",14,"1",KG
3,"Morelia, Mich.","2,014",3,"PALOMERO, A GRANEL",22,"1",KG
4,"Guadalajara, Jal.","2,014",3,"POZOLERO, BLANCO, A GRANEL",14,"1",KG
5,"Monterrey, N.L.","2,014",3,"POZOLERO, BLANCO, A GRANEL",8,"1",KG
7,"Cd. Juárez, Chih.","2,014",3,"POZOLERO, BLANCO, A GRANEL",9,"1",KG
10,"León, Gto.","2,014",3,"POZOLERO, A GRANEL",10.5,"1",KG
11,"Puebla, Pue.","2,014",3,"POZOLERO, S/CABEZA, A GRANEL",10,"1",KG
12,"San Luis Potosí, S.L.P.","2,014",3,"PALOMERO, A GRANEL",32,"1",KG
13,"Tapachula, Chis.","2,014",3,"PALOMERO, A GRANEL",14,"1",KG
14,"Toluca, Edo. de Méx.","2,014",3,"PALOMERO, A GRANEL",18,"1",KG
14,"Toluca, Edo. de Méx.","2,014",3,"PALOMERO, A GRANEL",18,"1",KG
16,"Veracruz, Ver.","2,014",3,"POZOLERO, S/CABEZA, A GRANEL",17.25,"1",KG
16,"Veracruz, Ver.","2,014",3,"PALOMERO, A GRANEL",17,"1",KG
17,"Villahermosa, Tab.","2,014",3,"POZOLERO, BLANCO, A GRANEL",7,"1",KG
22,"Córdoba, Ver.","2,014",3,"PALOMERO, A GRANEL",20,"1",KG
23,"Aguascalientes, Ags.","2,014",3,"PALOMERO, A GRANEL",20,"1",KG
23,"Aguascalientes, Ags.","2,014",3,"POZOLERO, COLORADO, A GRANEL",16.5,"1",KG
24,"Tijuana, B.C.","2,014",3,"POZOLERO, A GRANEL",20,"1",KG
24,"Tijuana, B.C.","2,014",3,"PALOMERO, A GRANEL",23,"1",KG
26,"Colima, Col.","2,014",3,"POZOLERO, CHICO, A GRANEL",11,"1",KG
26,"Colima, Col.","2,014",3,"POZOLERO, GRANDE, A GRANEL",12.7,"1",KG
31,"Iguala, Gro.","2,014",3,"POZOLERO, A GRANEL",16.75,"1",KG
34,"Cortazar, Gto.","2,014",3,"POZOLERO, A GRANEL",22,"1",KG
37,"Tepic, Nay.","2,014",3,"POZOLERO, EXTRA, A GRANEL",16,"1",KG
37,"Tepic, Nay.","2,014",3,"POZOLERO, A GRANEL",12,"1",KG
38,"Oaxaca, Oax.","2,014",3,"POZOLERO, S/CABEZA, A GRANEL",15,"1",KG
39,"Querétaro, Qro.","2,014",3,"PALOMERO, A GRANEL",21,"1",KG
39,"Querétaro, Qro.","2,014",3,"PALOMERO, A GRANEL",24,"1",KG
41,"Tlaxcala, Tlax.","2,014",3,"PALOMERO, A GRANEL",19,"1",KG
1,Área Met. de la Cd. de México,"2,014",2,"POZOLERO, S/CABEZA, A GRANEL",17.25,"1",KG
1,Área Met. de la Cd. de México,"2,014",2,"PALOMERO, A GRANEL",22,"1",KG
1,Área Met. de la Cd. de México,"2,014",2,"PALOMERO, A GRANEL",28,"1",KG
1,Área Met. de la Cd. de México,"2,014",2,"PALOMERO, A GRANEL",22,"1",KG
1,Área Met. de la Cd. de México,"2,014",2,"PALOMERO, A GRANEL",25,"1",KG
1,Área Met. de la Cd. de México,"2,014",2,"POZOLERO, S/CABEZA, A GRANEL",12,"1",KG
1,Área Met. de la Cd. de México,"2,014",2,"PALOMERO, A GRANEL",24,"1",KG
1,Área Met. de la Cd. de México,"2,014",2,"POZOLERO, S/CABEZA, A GRANEL",12,"1",KG
3,"Morelia, Mich.","2,014",2,"POZOLERO, S/CABEZA, A GRANEL",14.75,"1",KG
3,"Morelia, Mich.","2,014",2,"PALOMERO, A GRANEL",22,"1",KG
4,"Guadalajara, Jal.","2,014",2,"POZOLERO, BLANCO, A GRANEL",14,"1",KG
5,"Monterrey, N.L.","2,014",2,"POZOLERO, BLANCO, A GRANEL",8,"1",KG
7,"Cd. Juárez, Chih.","2,014",2,"POZOLERO, BLANCO, A GRANEL",9,"1",KG
10,"León, Gto.","2,014",2,"POZOLERO, A GRANEL",10.88,"1",KG
11,"Puebla, Pue.","2,014",2,"POZOLERO, S/CABEZA, A GRANEL",10.5,"1",KG
12,"San Luis Potosí, S.L.P.","2,014",2,"PALOMERO, A GRANEL",32,"1",KG
13,"Tapachula, Chis.","2,014",2,"PALOMERO, A GRANEL",14,"1",KG
14,"Toluca, Edo. de Méx.","2,014",2,"PALOMERO, A GRANEL",18.38,"1",KG
14,"Toluca, Edo. de Méx.","2,014",2,"PALOMERO, A GRANEL",18,"1",KG
16,"Veracruz, Ver.","2,014",2,"POZOLERO, S/CABEZA, A GRANEL",18,"1",KG
16,"Veracruz, Ver.","2,014",2,"PALOMERO, A GRANEL",17,"1",KG
17,"Villahermosa, Tab.","2,014",2,"POZOLERO, BLANCO, A GRANEL",7,"1",KG
22,"Córdoba, Ver.","2,014",2,"PALOMERO, A GRANEL",20,"1",KG
23,"Aguascalientes, Ags.","2,014",2,"PALOMERO, A GRANEL",20,"1",KG
23,"Aguascalientes, Ags.","2,014",2,"POZOLERO, COLORADO, A GRANEL",17,"1",KG
24,"Tijuana, B.C.","2,014",2,"POZOLERO, A GRANEL",20,"1",KG
24,"Tijuana, B.C.","2,014",2,"PALOMERO, A GRANEL",23,"1",KG
26,"Colima, Col.","2,014",2,"POZOLERO, CHICO, A GRANEL",11,"1",KG
26,"Colima, Col.","2,014",2,"POZOLERO, GRANDE, A GRANEL",13,"1",KG
31,"Iguala, Gro.","2,014",2,"POZOLERO, A GRANEL",15.5,"1",KG
34,"Cortazar, Gto.","2,014",2,"POZOLERO, A GRANEL",27.5,"1",KG
37,"Tepic, Nay.","2,014",2,"POZOLERO, EXTRA, A GRANEL",16,"1",KG
37,"Tepic, Nay.","2,014",2,"POZOLERO, A GRANEL",12,"1",KG
38,"Oaxaca, Oax.","2,014",2,"POZOLERO, S/CABEZA, A GRANEL",14,"1",KG
39,"Querétaro, Qro.","2,014",2,"PALOMERO, A GRANEL",21,"1",KG
39,"Querétaro, Qro.","2,014",2,"PALOMERO, A GRANEL",24,"1",KG
41,"Tlaxcala, Tlax.","2,014",2,"PALOMERO, A GRANEL",19,"1",KG
1,Área Met. de la Cd. de México,"2,013",7,"POZOLERO, S/CABEZA, A GRANEL",17.67,"1",KG
1,Área Met. de la Cd. de México,"2,013",7,"PALOMERO, A GRANEL",22,"1",KG
1,Área Met. de la Cd. de México,"2,013",7,"PALOMERO, A GRANEL",28,"1",KG
1,Área Met. de la Cd. de México,"2,013",7,"PALOMERO, A GRANEL",22,"1",KG
1,Área Met. de la Cd. de México,"2,013",7,"PALOMERO, A GRANEL",25,"1",KG
1,Área Met. de la Cd. de México,"2,013",7,"POZOLERO, S/CABEZA, A GRANEL",14.33,"1",KG
1,Área Met. de la Cd. de México,"2,013",7,"PALOMERO, A GRANEL",24,"1",KG
1,Área Met. de la Cd. de México,"2,013",7,"POZOLERO, S/CABEZA, A GRANEL",15,"1",KG
3,"Morelia, Mich.","2,013",7,"POZOLERO, S/CABEZA, A GRANEL",30,"1",KG
3,"Morelia, Mich.","2,013",7,"PALOMERO, A GRANEL",22,"1",KG
4,"Guadalajara, Jal.","2,013",7,"POZOLERO, BLANCO, A GRANEL",12,"1",KG
5,"Monterrey, N.L.","2,013",7,"POZOLERO, BLANCO, A GRANEL",8,"1",KG
7,"Cd. Juárez, Chih.","2,013",7,"POZOLERO, BLANCO, A GRANEL",9,"1",KG
